isosmiles,valid
C1C(CNCCCC2(C34C2)C3)C11CC11C2CC35CC2C=C32C1C41CC1C2CC5(Cl)Cl,False
C1(COC1)C(=O)N1CC1C(O)=O,True
CCCCCOC1C2CC1C1CC1C2=O,True
CCCN1C(=O)COCC1=O,True
C1CCCCC1OCC1C2COCC12C1CC11CC11CCO2CC1C2=O,False
CC(=O)NC1COC1=O,True
C1CCCOC1C1CCCNC1=O,True
CC=CCN1CC2CCC1C2C1#NOCC11OCCO1,False
C1(CNN2CCOCC2=O)C2CC2CC11CC1(Br)Br,True
C1(CC2CCC1CC2)C1CCC1(F)F,True
C1C2C34CCCC2CC(C3)C1O4,True
CC1(CCOC1)C1OCCO1,True
CC1C2COCCC12OC(Cl)=O,True
CCCN1CC(=O)NC(=O)C11CCCCC1=O,True
C1(CCCOC1)C1CC2CC1C1=C2CCOC1=O,True
CCN1CC2CCS(=O)(=O)C2C1=O,True
CC1(CCOCC1)OCC#N1C#NCC1=O,False
CCN(CC1CCCC1)C1CC11CC11CC11CCC11CC2CCC1C2=O,True
C1CCCN(CC1)C(=O)C1CCCCS1(=O)=O,True
CCNS(=O)(=O)C1CCNCC11CC2CCC1C2=O,True
CCN1CCNC2(CNC(=O)C2=O)C1=O,True
CC1(CCC=C)CCC11CC2OCC1O2,True
C1C2CN(CCC1C(F)(F)F)C(=O)C13CC4C11CCC4C3C21C(=O)N1C2CCCCC2CC1C(O)=O,True
Cc1nc(-c2ccccc2)oc1-c1cccnc1Cl,True
CCCC1CCC(O1)C1OCCO1,True
CC(=O)NC1CC23CCS(=O)(=O)C2C11CC1C3=O,True
C1(N2CCNC(=O)C2)C2CCCC2C1=O,True
CC1COCCN1CC=CCl,True
CC1(CCCC=C2)C3COCC13C1CC11CC1C2=O,True
C(Br)=CC=C1C=CC#CC11=S2CCCC[C@@H]2CC1=O,False
S(=O)(=O1)C2CC3CCC2C32OC12C12CC3C1C1C2C3C(=O2)NCC12CBr,False
C(=O)C1CSC(=S)N1CCCl,True
C1CS(=O)(=O)CC1N1CC2CC1CS2(=O)=O,True
C1CCCC11CCSC1(F)F,True
C(=C)CN1CCC2C(C1)CCNCC2=O,True
c1cccc2[nH]n3cc12N1CCNCC1c1ccccc13=O,False
CC1(CNS(=O)(=O)N2CCOCC2)CCC11CCOCC1C1CC11CCOCC11OCCO1,True
CC1(CC(=O)N2CSC[C@H]2C(O)=O)CCC1=O,True
CC1(CC1)C1CC2CCC1O2,True
C(C1CC1)C1CCCS1(=O)=O,True
C(=C)CNC1=NC(=O)C2(CCC2)C1=O,True
CC12(CC34=CCCCC3)C3CCOC13C13C5C1CC2C3C45Br,False
C(=O)C12=CC3CCCCCC13CC=C2Cl,False
S(=O)CC12C3CC1CC21C3C(=O)NC1=O,True
CCN1CCNCC1=O,True
S(=O)(=O)C1CCN(CCCF)C1=O,True
C1CCN(C1)S(=O)(=O)CC(Br)=CCl,True
C1=NN2=C(NC3CC3)SC(N3CCOCC3)=C21,False
C(=O)C[C@H](NC(=O)CSCC(N)=O)C(O)=O,True
CC1CC2(CSC2)CO1,True
CC(=O)NC1CCC2CC1C1CC1C2=O,True
C(=O)C1CC=CCC1C(=O)NCC1CCCO1,True
C1(CC2CCC2)C2CCC22C11CC11CC1C21C2CC1C1C(C3CC3)(C2)C1=O,True
C1(CCOCC1)C(=O)N1C2CCSCC2C2CC22CC2C1=O,True
CC1CCN(CC1)C(=O)C1CC23CC2C1C3=O,True
CC1(CCCC1)N1C(=O)CNCC1=O,True
CCOC1C2CN(CC1)C(=O)C1C3CC114C5CC1CC5C23C41CC1(Cl)Cl,False
C1CS(=O)(=O)N2CCNC(=O)CC22CCCC2C1=O,True
Cc1nnc(Cl)s1Br,False
CC(=O)C1=CCCCO1,True
CC1CN2CCC3C4C5CCCC24C3C15CBr,True
CC1(CC1)C1CCS(=O)(=O)C1(F)F,True
CCC1N2CCCC(F)(F)C2C1=O,True
CCN1CCCC1C1CCCC1=O,True
C1=CCCN(C1)C(=O)[C@@H]1CC[C@@H](O1)C(=O)N1CCOCC1C1C2CCC1O2,True
CC1CCCC2N11C3CC33CCS4(=O)(=O)CC33CC3C11CC11C3C1C231CCCC1C4Cl,False
CC(=O)N1CCN(CC1)C1CC11CCOCC1C1COC1(F)F,True
C(=C)CN1CC2C(CC1)CCNC1(CCCC1)C2=O,True
CC1(CCCCC1)N1C(=O)C2CCC2C1=O,True
CC1C2CCCC11CCOCC1O2,True
C1=C(CSCC1)C=O,True
c1nc(-c2c3ccs2)cc(Cl)n1c1ccco11CCCOc2ccccc21cc3C1=NC2C(Cl)C1OC(CCl)(C1O)C2=Cc2c3cc[nH]2N=[N+]=[N-]c24ccccc24c2ccccc2N3SC=C11OC(=O)C=C1COS(=O)(=O)cccc,False
CC1(CNC(=O)CC2CCCCO2)CC11=NO2CC11CCC11C3CC334CC3C1C24C1#N2CCCCC12C1CC2=CCCCC2C1=O,False
S(=O)(=O)CCC1CCOC1=O,True
C(=O)CCCSC(F)(F)C(F)(F)F,True
CC1CCCCCC11OCCOCCOCC#CC2CCCCC2O1,True
c1nnc(-c2ccc(F)cc2F)n1Cc1ccc(Cl)cc1Cl,True
S(=O)(=O)C1C2CC3CC(C2)CC1C3C(=O)NC1CNC1=O,True
C1(CCS(=O)(=O)NC2CC2)C#NCCC11C2COCC12C(O)=O,False
C(=C)CS(=O)(=O)N1CCCC(C1)NC1CCC1=O,True
C1=CCCN(C1)S(=O)(=O)C1CC11CC11CC1C(F)(F)F,True
CCC(=O)NCC1CCCNC1=O,True
C1CCCN(CC(C2CC2)C2CC2)C1=O,True
CC(=O)NCCN1CCCCCC1=O,True
CC(=O)NC1CCCSC1C1CC1(Cl)Cl,True
CCNS(=O)(=O)CC1C2C1C1CC3C2C1CO3,True
CCC1N2CCO3CCCC23C1OCC(F)C(O)=O,False
CC1CSCCN1CCC(=O)N1C2CC22CC3CC2C11CC1C3=O,True
CC1CCCCCN1S(=O)(=O)C(F)(F)F,True
C(=C)CS(=O)(=O)N1CC2CC2C1=O,True
CC=CCN1CC2CCC1C2=O,True
C1CCN(CC1)C(=O)CCOCC1CCCO1,True
CC(=O1)N2CSC[C@H]2C#NC11CC1Br,False
CC1(CC2CC1)C#NC1#NCCCCC12COCCOCCOCCOCCOCCOCCOCCOCCN=[N+]=[N-]CC1OC(=O)CCC1=O,False
C(=O)C1=C(Cl)NCC2CC1CCS2(=O)=O,True
CCC1S(=O)(=O)N2CSCC2C1=O,True
CC1CCN(CC1)C1CCCCCC=C1S(S)(=O)=O,True
C(=C)CN1CCN2CCCCC2C1=O,True
Cc1nc(-c2ccccc2)cs1C(c1nccc2n1)oCN2C(=O)c1ccccc1c1ccccc1Cl,False
CC1(CCCCC1)NC1(=O)C2CC2C1=O,False
CCNC1(=O)C2CCC3CCCCC3C2C1=O,False
CCCN1CC2CC2C112CCC113CCCC1C23C1CC1(Cl)Cl,False
C1CC(=O)NCCCC2(=O)NC3CC3CC2C1=O,False
C1=NNC(=O2)CC11CC1C21C2C11CC11CC11CC1C2=O,False
C12(CCCCC1)C1CNC1C2=O,True
CCN1CCC2CCCC2C11C2CC223CCCC22C13C1#NOCC1O2,False
CC(=O)N1C2CC1CNC2=O,True
CC(=O)NCC1CC2CC1COC2=O,True
S(=O)(=O)C=Cc1ccc(Cl)cc1Cl,True
C1(CCC2CCCC2)CC2CCCC12Br,True
c1ncccc1-c1cccnc1Cl,True
C1C2(CN3CCCOCC3)CCCC22CCC1C2=O,True
CCCCC(=O)N1C2COC(C1)C#NC1CCC1C21OCCO1,False
C(=O)N1CCC(C1)C1#NC2CCC1C2C(=O)N1CCOCC11CCC1(F)F,False
c1ccc(-c2c[nH]nn2)cc1Cl,True
CC(=C)CN1CC2CC1CO2,True
CC1CCCCN1C(=O)C1CCSC1=O,True
CCN(C1CCCC1)C(=O)C1C2C=CC1C#NC2C1C2C11CC11CC1C2=O,False
C(=C)CN1CCCC2C1CNC2=O,True
CC(Br)=C1COC1=O,True
c1ccc2c(c1)c(CCC(=O1)O)cc2IC(=O)c2ccccc21Cl,False
c1ccc2[nH]c3ccccc3c2c1Cl,True
CC1(CNC(=O)C2CCCO2)CCCC11CCS(=O)(=O)CC1OC1CCCC11OCCO1,True
CCCOC1C2CN(CC12)C(=O)OCC=CCl,True
CC1(CC2CCCCC2)CCC1=O,True
C1=CC2=CC=CC3=C45C=CC=C(C=C[C@H]C6[C@H]7O8[C@](C)[C@H]c9c17[C@]9)C83CC1=C6C4C(=O)OC1=C52,False
CC1CCCCN1S(=O)(=O)N1CC2CC1CO2,True
C=CC1CNC1C[C@@H]1CC2CCC1C2=O,True
S(=O)(=O1)N23C(C2)CC1C1OC31C1#N(CC#N)CC1=O,False
C(=O)CCCNC(=O)N1CCCC(C1)C(O)=O,True
C1=C2(C#N)C#NC1(Cl)C2(Cl)Cl,False
CCCCN1CC2CC2C1=O,True
C1CC2C3CC(C1)N2C1CCC1OCCN1CCOCC11CC1C3=O,True
C12=CC=CC=C1C(=O)NC2=O,True
CCS(=O)(=O)CC1CCOC1=O,True
CC1(CN2CCOCC2C2CC22)CC11CCOCC1C134CC115CC3C3#N1CC4C23C5(Cl)Cl,False
CCCC(=O)N1C2CC1CNC2=O,True
CCNC1C2CCCCC12OS(=O)(=O)C1CC11CC1F,True
CC1(CCCC1)NC1(=O)C23CCOC2C32CCCC2C1=O,False
S(=O)(=O)C1CC2[C@@H]34C[C@H]131CC2C41Br,False
cccc(NN1=C2C(=O)NN(c2)CCOC1)O,False
c1cccc(Cl)c1S(=O)(=O)Cl,True
C1CS(=O)(=O)CC1OC1C2COCC12C1#NC1(F)F,False
C1CCC2CN(CC12)C(=O)CC1CC2C1C1CCC2C1=O,True
CCS(=O)(=O)C1CCOC1=O,True
CC1(CCCC1)NC(=O1)CC2CCSCC2C1=O,False
[C@@H]1C[C@H](N(C1)C(=O)NCCN1CCOCC1)C(F)(F)F,True
C1=CC=C1SCC1#CCCO1,False
CC(=O)NCC1CCC(O1)C(=O)N1C2CC22C3CCC2C13C#NC#C1N2C=N3C[C@@H]2C2=C3C12C(=O)NC1CCN2CCOCC2C1=O,False
CC1(CCCC(F)(F)F)CC1(F)F,True
CCCCCCCC#NCC=CCl,False
