isosmiles,valid
CC(=O)N1CCS(=O)CC1N1CCOCC1=O,True
CC=CC1CC2OCC1O2,True
CC(=O)NCCC1CN2CCCCC2C1=O,True
CCCC1CCCN1CCCN1CCCC1=O,True
C1[C@@H]2CCCC[C@H]2NS(=O)(=O)C2C3C2C2C4CCC2C1C34C(=O)NC12CCC34CCC1C3C24C(=O)NC1(CCl)CC1(Cl)Cl,True
CC1(CNC(=O)C2CCCC2)CCOCC11CC2OCC1C#NC2=O,False
C(=O)[C@H]1CC=CC[C@H]1C(=O)NC[C@@H]1(CC1)NC(=O)C1CC2CCC1C2(C)CC(N)=O,False
CCS(=O)(=O)N1C2CSC(C1)C#NC2(Cl)Cl,False
CC(=O)N1CCN2CCCC2C1C(=O)NC12CC1C1CCC2C1C12CC11CC1C2(Cl)Cl,True
CC1(CCC1)C(=O)N1CCSCC1C1CC1C(O)=O,True
C(=C)CS12C3=NCCN3C(=O)C3CC33CC33CC3CC1C21CC1C(=O)OCC1N2CC3CCC2C3(C)Cc23c1oc1ccccc21C3=O,False
CC1CCN(CC2CS(=O)(=O)C2)CC1=O,True
CC1(CCCOCC1)C1C2COCC12C1CC112CC11CC113CC1C2C3(Cl)Cl,False
CC1CCCN(CC2CC2)C1=O,True
CC1CSCCN1C1CCNCC1(F)F,True
c1cnc2cccnc2c1Cl,True
CC1(CCOCC1)C12CC3CC4C1C3(Br)C2(Br)C4(Cl)Cl,True
[C@H]1CCN(C1)C(=O)C1CCCO1,True
C(=C)CN1CCOC2CCCCC2C1=O,True
CC=CCN1C(=O)CCCCC1=O,True
CCS(=O)(=O)N1CCOCC1C1CC1(Cl)Cl,True
C1CCN(C11)C2CCSC2C1=O,True
CC(=O)N1CC2CCC1CCC=CC2=O,True
C(=C)CNC(=O)[C@H]1CCCNC1=O,True
c12nnc(CO3)o1-c1cc4ccc1Oc15ccc(Cl)cc1n2Cc1cc2ncc15cc([N+](=O)[O-])c1c3c43-cccc(OC(F)(F)F)c3[N+](=O3)[O-]c4c1[N+](=O)[O-]2c1ccccc1-c1ccccc14c1ccccc1cc3,False
CC12CC(C1)CN2C(=O)C12C3C4C5C6C3C1C(=O)C6C24C#NC5=O,False
C(=C)CN1CCSC2CCCCC121C2CC22CC2C1=O,False
C1CC2CCCCN2S(=O)(=O)C2C#NC=C3CCCC3C12Cl,False
S(=O)(=O)C[C@]1C2[C@H]3SC[C@@H]13OC2=O,False
CC1CCCCN1C1CC2CC11CCCC1O2,True
C1CCCN(C1)C(=O)CC1CC2C=C1NC1(CCCC1)C2=O,True
C1CCC2C(C1)C#CC1=CCCCN12=O,True
C1=CCC2=CN=CN=N12C1CNC2CC1OCC2=O,False
C1C2CC(CC1)CCS2(=O)=O,True
CCOCCN1C(=O)NC2(CCCCC2)C1=O,True
CC1CCC(O1)C(=O)N1C2C3C4C1C3C1#NC43CC334C(O)C2C13C41OCCO1,False
CC1(CNC(=O)OCC=C)CCCCO1,True
CCOC(=O)NCC1(CCSC1)N1CCOCC1C1CC11CCCCO1,True
c12c(Cl)ccc3cccnc13CCNC2=O,False
C1CON(C11)CC2CC(F)(F)C2C1=O,True
C(=C)CNC(=O)CSCN1CCCCC1=O,True
CC1(COCC#C)C2CCC1C2(F)F,True
CC1(CCCC1)OCC(Br)=CCl,True
c1ccc(NC(=O)OCC(F)(F)F)cc1Cl,True
CC1CCCN1S(=O)(=O)C1CC1C1C2C1C1CCC2C1=O,True
CCC1N2CCCS(=O)CC2CC1=O,True
CC1CCCN1CCCN1CCCC1=O,True
CC1(CNC(=O)C2CCCO2)CC11=NOCC11OCCO1,False
CCCNC(=O)CC12CC3CC(CC(C3)C1)C2C#NNC(=O)CC12CC3CC(C4C5(C3)C1)C2CC(Cl)(C4)C5=O,False
C(=O)CN1C(=O)N(C2CCC3(CCCCC3)CC2)C(=O)C1=O,True
CCCCCC1CCC=C1Cl,True
CC1CN(C1)C(=O)C1CC2CCC3C2C1C#N3S(=O1)(=O)C2CC2CCO1,False
C(C#N)C1CC2SSC11CC21Cl,True
CC1CN2CCC3(C2)CCOCC3C2CC22CCOCC2O1,True
C(=C)CS1(=O)(=O)N2CCC=C(Cl)C2C1=O,False
C(=C)CS(=O)(=O)NCC1=CCNCC1C(=O)N1CCCC1=O,True
c123ccccc4c56c7cccc15cc2c36c1ccccc17CO1C(=O)c2ccccc2C1=Ccc41OC(=O)c2ccccc2C1=O,False
CC(=O)N1CCN(CC1)S(=O)(=O)N1CCOCC1C1CC11CC11CC11CC2CCC1C21OCCO1,True
CS(=O)(=O)NCC1CCCN(C1)C(=O)C12CC3CC(CC(C3)C1)C2C(F)(F)F,True
C(=S)C1(CNC2CCCC2C2CC2)CC11CCC11C2CC22CC2C11OCCO1,True
C1CCC(CC1)NC(=O)C1C2CCCC12C(=O)N1CCCC1=O,True
CCCN1C(=O)CC2(CCCCC2)C1=O,True
C1=CCSC1C1CCCOC1=O,True
C1(CCC2CC2)C2#NCCCC12C1CC1(Cl)Cl,False
C(C#N)(C1CC1)C1CC1=O,True
CC(=O)N1C2COCC1COC2(Cl)Cl,True
C1C2CCCCN2C(=O)N2CCCCC22CCOCC2C1=O,True
CCS(=O)(=O)C1C2C3CC1C=C3C(=O)NC1CC113CC4C5CC1C4C23C(Cl)C5(Cl)Cl,False
CCC1CCC2CCC1O2,True
cccc(C1c2ccc(C(Br3)cccc(Br)c3)nc2ccc)1,False
C1(CCCCC1)C(=O)NC1CCOC1=O,True
C1(CCCNC1)C(=O)N1CC2CCOCC2C1(C)CC(=O)NN=C(S1)NC(=O)NC1=O,True
S(=O)(=O)C1CCCCC1=O,True
C(=O)NC1CCCC2C1C1CC1C2F,True
C1C=CCNC(=O)C2C3CCCCC23C#NC1=O,False
CC(=O)NCCC1NCCN2CCOCC2C1=O,True
CCCN1CCCS1(=O)=O,True
C1CNC(=O)N(CC=C)CC=C11CCCC1=O,False
C(=O)CCN12CCSCC1COC2=O,False
CCCN1CCCC11CCCC1=O,True
C(=C)CN1C2CCCC1CCC2=O,True
CC1(CN2CCC3(C4CNC3)C3C2)CCCCC13C1CC11CCS(=O)(=O)C1O4,True
C1C2(CCO3CC23)C#NC1=O,False
C123(CS1)CCCC1CC21CCC31CCC1(Cl)Cl,False
C(C#N)C1CCCN1C1C2C11CC11CC1C21OCCO1,True
CC1(CCOCC1)OC1C2CCC2O1,True
CC1(CC=C)C2C=CC1C2(F)F,True
CCC(=O)NCC1CCCCS1(=O)=O,True
CCCCN1CCSCC1=O,True
C(=C)CNCCC(=O)N1CCCCCC1=O,True
C(=O)C(C1CNC(=O)C2CC(F)(F)CN2)CC2CC1C1CC1C2=O,True
CC1CCCCN1S(=O)(=O)C1CCCCC1N1CCOCC1C1C2C11CC11CC1C2=O,True
C1CC2CCCC1OC1C3COCC13C2(C)COC1CC2C3CC1C2(I)C3(Cl)Cl,True
C(=C)CN1C2CCCCCC2C#NC2CCC2C11OCCO1,False
C1(C=O)P(=O)(OC2CCCC2)C2CC3CCC2CC3C2=CCC1(Cl)C2(Cl)Cl,True
CC1(CN2CCCS2(=O)=O)CCOCC1N1CCOCC11CCCC1=O,True
CC=CC1NC2CCOC3(CCC3)C2C1=O,True
CCC1CCC2CN1S(=O)(=O)C1CCOCC11C3CC33CC4CC3C1C4O2,True
CC(=O)N1CC2OCC1CC2Br,True
CC12(CNC(=O)C3CC3)CCC11CC1CC21CC1C(=O)N1CCCC1=O,False
c1cccc(c1)NS(=O)(=O)Cc1ccccc1Cl,True
CC(=O)C1=COCCS1(=O)=O,True
CCCC1CSC2CCOCC2C1=O,True
C(C#N)C1CCS(=O2)(=O)CC1C13CC11CC11CC1C2OCC3NC(=O)NC1CC2CCC1C2(Cl)Cl,False
C(=O)CSCCN1CCCCC1=O,True
CCN1CCSSCC1=O,True
CCS(=O)(=O)N1CCS(=O)(=O)CC1CC(F)(F)F,True
CC(=C)C1CCC2CCC1O2,True
CC(Br)C(Br)CCl,True
CC(=O)NCCCN1CCCCCC1=O,True
C1=C(CN2C=CC3=CC2=N11)C2#NC4CCCC242C45C6CC4C35C26C#NC1=O,False
C1CCCC1C1CCS2(=O)(=O3)CC11C4C5CC1C5C24C3(Cl)Cl,False
CC12CC(C1)CN2C1CCSC1=O,True
c1ccc(C2SCCSC2)cc1OCC(F)F,True
C1CCC1OCC1CCCC1=O,True
C12CC3(CC4[N+]OC4)C#NC11CSC1(C)C32C#N1C#NC#CC=C1ClCl,False
CCC(=O)N1CC2C(C1)C(=O)NC2=O,True
CC(=O)C1CCSC11CCCC1=O,True
CCCCCN1CCCC(C1)C(F)(F)F,True
CCCCCCBr,True
C(=C)CS(=O)(=O)NC12CCC1C#NC2=O,False
CCC1CCCCN1S(=O)(=O)N1C2CC3CCC2C3C1=O,True
CCCN1CCC2(CCCC2)CC1=O,True
CC(=O)C1CCCCS1(=O)=O,True
CC1CCCN1CCCN1CCCC1=O,True
C1(COC2CCC(CC2)OC2CO2)NC1=O,True
C(C1CCOCC1)C(=O)O1CC23CC4CC2C=C4C3C1=O,False
C(=C)CN1CCCC(C1)N1CCC=CC1=O,True
C1(CCSCC1)C(=O)NCC1CCCC1=O,True
CC(=O)N1CCOCC11CCC11CCCC11OCCO1,True
CCOCCOC1CC2CCC1O2,True
C1CCN2CC34C[C@@H]5C[C@H]25C2CC2(C)CCC134,False
C(C1CCC11CC1)C1#NOCCC1=O,False
CCCCN1C2CC3(C1)C1CCC1CC3C2C(N)=O,True
c1ccc(-c2nncn2C)cc1Br,True
CC(=O)N1CCCC1C1CCCCC1=O,True
C1CCCN(C1)S(=O1)(=O)C2C3COCC23C(=O)C2CC22C3CCCCC23C1=O,False
C12(CCNCCNS(O)(=O)=O)C11CCC1C(F)(F)C2(Cl)Cl,False
CCCC1CNC(=O)CC23CC4CC(CC(C4)C2)C3C2CC22CCOCC2O1,True
CC1CCCN1C(=O)C1CC2CCC1C21CCOC1=O,True
CC1CCN(C1)C(=O)CCC1CCCO1,True
CCS(=O)(=O)N1CCCS(=O)CC1C1CC11CC2CC11CCOCC1C2=O,True
c12ncn3c4ncsc14c1ccccc1[N+](=O)[O-]c1ccccc13C1C3C2c2cccc4c2-c2ccccc21C(=O)OOC(=O)c1ccccc13c1ccccc1C4=O,False
CC1CSC23=C1CCCS2(=O)(=O)C(Cl)=C(Cl)C3=O,False
CCCC1S(=O)(=O)C2CC3CCC2C3OC1=O,True
C1C(CN2CCS(=O)CC2(F)F)CCC11CCOCC1OCC(F)F,True
C1CC(C1)OC1CCC11OCCO1,True
CCCS(=O1)CC2CCCC2C1=O,False
C1CON(C1)C1CC2CCC1C2(Br)Br,True
CC1(CNS(=O)(=O)N2CCOCC2)CC11CC1C1CC2CCC1C2C1CC11C2C11CC11CC1C2OC1CCCC11OCCO1,True
CC12CC3OC1C1C4C11CC11CC11CC1C34C2=O,True
CC(C(N)=O)n1ccnc1NC1CCN(C(=O)N2CCCCCC2)CC1N1CCCC1=O,True
C1CCN(CC1)S(=O)(=O)C1CC11CC11CC11CC11CC2CC1C21CCCC1=O,True
CC1(CC1)NS(=O)(=O)C1CC2CCC1CC2C#NN1C2CO3CC11CC1C2O3,False
C(=C)CCN1CC(CBr)C1=O,True
C1=CCCO1,True
CCCN1C2C3N(CC1)C1CC4CC56CC15CS(=O)(=O)C4C26CN(C1CCCC1)C3=O,True
CC(=O)NC1CCCO1,True
CC(=O)NC1C2CCCCC2CO1,True
S(=O)(=O)N1CC#CC11C2CC11CC3CC1C21CC1C31OCCO1,True
CCNS(=O)(=O)CC1CCCCO1,True
CC1(CNC(=O)CCC2CCOCC2)C2CCCCC2CC1=O,True
C1(CBr)C2CCCC2C1F,True
C1CCN(C1)C(=O)C12C3C45CC6C3C1C(=O)C6C245,False
C1C2CC22CC(Cl)=C(Cl)C2C1=O,True
CC1CCCN1CC1CS(=O)(=O)C1=O,True
CCCn1cccc(Cl)c1Cl,False
CCCN(Cl)S(=O)(=O)C1CC2CCC1C2(F)F,True
CC(=O)N1CCN2CCCC2C1C1#N2CCC11CC1C2=O,False
C(=O)C1(CNC(=O)NC2CCCCC2)C2CC2CC11CC1(Br)Cl,True
CC12CCCC1CNC2=O,True
CC1(CNCCc2ccccc2)CC11CC1C1CC11CCCNC1=O,True
CC(=O)N1CC2=CCCCC2C1(Cl)Cl,True
CS(=O)(=O)NC1(CC1)C(O)=O,True
C1C2(C(=O)O)CC3C4CC22CC3C2OC14C#NC1#N2CCCCC12OC(F)(F)F,False
C1C2CCCC12CBr,True
CC(=O)NC1CCCNC1=O,True
C1(CCC1)C(=O)N1CCNC(=O)CC11CCOC2C1C1CCCC1O2,True
C1Cc2ccc(Cl)cc2N1-c1ccccc1Cl,True
CCCN1C2CCC(C2)C1=O,True
CC(=O)N1CCCC1C1CCCO1,True
CC(=O)N1CC2CCCCC2C1=O,True
C1CCC(CC1)OCC1C2COCC12C1CC11CC11CC2CCC1C2=O,True
C1C(CN2CCCC2)C2CC3OCC21CC312C3C1CC21CC1C3=O,False
CC1CS(=O)C2CCCC2O1,True
C(C1NCC2OC3CCCC3)CCCC11CCC11CCC1C2=O,True
CCCCS(=O)(=O)NCC1CCCCO1,True
CC1CN(CCO1)C(=O)C1C2CCN(C1)C(=O)C1CC1C1CC11CC11CC1C2=O,True
CC1CCN(CC1)S1(=O)(=O)C2CC3CC3C2CC1=O,False
CC1(CCC1)C(=O)N1CCOC2CCCC2C1=O,True
C(=C)CS(=O)(=O)N1CCNC(=O)C1CCC1CC2CCC1C2=O,True
C1CCCCC1OCC12C3COCC131C3CC334CC3C1OCC41OC2CO1,False
CC1(CCC1)NC(=O)C1CCCO1,True
CCN(CCCN1CCCC1)C1C2CCC11CC1CC2=O,True
C1CS(=O)(=O)C2C1OC1CC3C4C1C=C3C24C(=O)N1CCOCC#CCC1(Cl)Cl,True
CCCC1CCC=CC1=O,True
CC(=O)N1CC2CCCCC2C1=O,True
CCCC1CCCCO1,True
CCOC(=O)N1CCN(CC1)C(=O)NC1CC2CCC1C21CCC1=O,True
CCN1C2CCCCCCC12C1#NOC2CC2COC1=O,False
C1CCCN(CC2CCCN2)C1=O,True
CCN1CCN(CC1)C1CCOC1=O,True
C12=N3C4(CCS(=O)(=O)C4)COC3=CC1=C2C(=O)ON1C(=O)CCC1=O,False
CCCCCC(=O)OCC12CC3OCC1C3O2,True
CC1CC(CS(=O)(=O)CC2CCCC2)C1=O,True
CC(=O)c1ccc(F)c(Cl)c1Cl,True
C1CC2CCOC3CCCC4C3C11C3C1C23C4(Cl)Cl,True
C1(CNS(=O)(=O)CC2CC2)CC1(Cl)Br,True
CCCCC1CCCO1,True
C1CCCN(CC(Cl)C#N)C1=O,True
C1C2CCC(CCCS(Cl)(=O)=O)C12C1#NCCC1=O,False
CCC1CN(CC2S1)C(=O)CSC1#NC#NCC21C1CCC1C(O)=O,False
CCC(=O)N1CCN(CC#C)CC11CC1C(=O1)N2CCN(CC2)C2C3C22CCOCC2CC32CCOCC2O1,False
CC12CCC(CC1)N2C1CS(=O)(=O)C11CCCC1C(=O)N1CCCC1=O,True
CC(=O)NC1CCC(=O)NC1=O,True
CC1CCC2N3CCC12CN1CCOCC1(O)C3(Cl)Cl,True
CCCNC(=O)C1CCSC1=O,True
c1ncccn1Oc1c(Cl)cccc1Cl,False
CC1CCCN(C1)S(=O)(=O)CC1CC1C1CC11CC11CCOCC11C2CC22CC2C1=O,True
C1CCN(C1)S(=O)(=O)N1CC2CCC1C2=O,True
C1CC2CCC(C1)N2CC1C#CCO1,True
CC1(CCCC1)C1=COCCC1(Cl)Cl,True
