isosmiles,valid
CC1(CCCC1)NS(=O)(=O)CC1CCCO1,True
C(=C)CCC1CC2#NOCC2O1,False
CCCCCS(Cl)(=O)=O,True
CCNC(=O)C1CC=CC1=O,True
CC1OC2CCN(CC3CCCO3)CC2C1=O,True
C123CC4CC(C1)CC(CC(=O)C(C(F)(F)F)(C=C4))2C3C#CC(O)=O,True
CCCN1CCC(CC1)N1CCCC1=O,True
CC1(CNC(=O)C2CCCCCC2)C2CSC11CC1C2=O,True
cc1cc(-c2nnc3n2NC(c2ccc([N+](=O)[O-])cc2)S3c2c1N2),False
CC1COCCN1CC=CCl,True
CC12CCN(CCC3C4CC3)CC12C1CCCC1O4,False
C(Cl)=C(Cl)CN1C(=O)CCC1=O,True
CCC1CCCN2CCCCC12C#NN1CC2CCC1C2=O,False
CCN1C2CCC1CC2=O,True
C1CC2SC1C1C3CCC21COC31C2CC12Cl,True
C1CCCC(C1)C1CCCN1C(=O)C1CC2=CC1C21CCCC1=O,True
C(=C)CC(=O)N1CCCC2(CCSC2)C1=O,True
C1CCC=C1S(Cl)(=O)=O,True
S(=O)(=O)N1CC2CCC(C1)O2,True
C(=C1)CNC2CS(=O)(=O)C2(C)C1=O,True
Ccn1c(-c2ccco2)no1CCl,False
C(=C)CN1CCCSCC1C1CC112CC11CC1C2=O,False
CCC1CCCCN1C(=O)CN1CCOCC1=O,True
CC(=O)N1CCN2CCOCC2C1=O,True
CCOCCN1CCCN2CCCC2C1=O,True
C12CC3CC(CC13)C2=O,True
C1CCCC(CC2CCCC2)C1=O,True
C1C(COC2CCOCC2)COC1=O,True
[C@H]1C(O)CNC1=O,True
C(=O)C1CC=CCC1C(=O)N1CC2CCC1CC2N1CCCCCC1=O,True
CCN(CC1CCC1)C1CC11CCC2CCC1O2,True
CSCC1CNCCC1=O,True
CC12(CN3CCSSCC3)CCCC11CC1C2=O,False
CC(C1CCCCCC1)N1CCOCC1=O,True
C12=CC=CN=C1NC=C2Br,True
cc1c(-c2c(Cl)cc(N)cc2Cl)nc([N+](=O)[O-])c1Cl,False
C(=O)NNC=C1C(=O)NC(=S)NC1=O,True
C1CCN2CCCC12C1CCC1(F)F,True
c1nn2c(-c3ccccc3)c(Sc3ccccc3)c2-c23ccccc2CC1c(O)c3-c1ccccc1Cl,False
N1CC(C1)C12CC11CC1C2=O,True
CC1(CNC(=O)C2CC3CCCO3)CCCC11CCOCC1OCCOCCO2,True
CC1CCN(CC1)C(=O)CCC1CCCCO1,True
C1CCN(C1)S(=O)(=O)C1CC1(Cl)Cl,True
OCCOCC=C1CNCCO1,True
CCC1CCN(C11)C2CC3CCC2C3C1=O,True
C(=C)C(=O)N1CCN2C(CCC2=O)C1=O,True
c1cccc(-c2cnc(N)nc2Cl)c1Nc1cccc2c1C(=O)c1ccccc1C2=O,True
CCN(C1CC1)C(=O1)C2COC22CCCC2C1=O,False
CC1CCCN(C1)C1CCOC1=O,True
C#CC(=O)N1C2COCC1C#NC2=O,False
C1CCCCCC1OCCO1CCC1Br,False
CC1(CCCC1)C1CCCO1,True
CC(=O)NCCCN1CCOCC1=O,True
S(=O)(=O)CCOC12(CCOC3C1)C(=O)NOC1C4CC44CC4C11C4CC4C231,False
C1(Br)CC112CC3C=C4C1C3C24Br,False
C(=C1)CN2C(=O)C3CC=CC3C2C1=O,True
CC(=O)NCC1C(=O)N2CCCCC2C1=O,True
CC(CC=C)CC1=CCCC11CCOC1=O,True
c1ccc2[nH]c(S)nn2c1C#Nc1cc2ccc1[N+]2=O,False
CC1(CNS(=O)(=O)CC2CC2)CC112CCC1C1CC113CC(F)(F)CC1C3O2,False
CCN1CC(C1)N1CCCC1=O,True
C(=O)C1CCCC(=O)N1CC(F)F,True
CCC(=O)NC1COCCOC1C1C2C11CC11CC1C21CC2C1CNC2=O,True
S(=O)C1CC2CCC11CC1C2(F)F,True
C(=S)CC1CCSC1=O,True
CCN1C(=O)CNC1=O,True
CC1(CCCCC1)N1CC2CCC1C2=O,True
C12CC1CC(Cl)=C(Cl)C2Cl,True
c1cc2cc(Cl)nnnc2c1CN(C(C)(C)C)S(=O)(=O)Cl,True
CC1(CCCCC1)C(=O)NC1C23CC=CC12C#NC3=O,False
C(=C)CC(=O)N[C@H]12CCCC[C@@H]1OCCO2,False
C1CS(=O)(=O)CC1OC(Cl)=O,True
C1C2(CCCCC3C22)OCCO4C56CCCC5OCC6C24COC(C=C)C2CCC=CC2OCC1C3OC(C)=O,False
CC1(CC2CC1)C1CCS(=O)(=O)C1C2=O,True
C1CCC(CNC(=O)NC2CC3N(CC2)C(=O)CC3)C1=O,True
Cc1cnoc1C1CC1c12ccc([N+](=O)[O-])cc1[N+](=O)[O-]C(C)(C)CO2,False
CCC123(CCC1)C1CCCC1OC2=C3ClCl,False
C[C@@H]1CNCCN11C2C3CCOCC3(C1)C2=O,False
C1CCCC(C1)NS(=O)(=O)C1CC1C1C2C1C1C3C4C2C1C(=O)C4(Cl)C(O)C31OCCO1,True
CC1COCCN1C1CCC2CCC1O2,True
CCN1C(=O)C=CC1=O,True
CCC(=O)N1CCS(=O)(=O)CC1CC(O)=O,True
C1C2(CNC3CS(=O4)(=O)C=C3)CCCCC2C2COCC12CNC4=O,False
C1COCC1OCC1CCCO1,True
C1C23CCC(CC2)C3=NN1C1COC1(Cl)C(Cl)Cl,True
C1CCC2CCN(CC2)C2CCSC3C2C2C4C2CC1C34C(=O)NCC(F)(F)F,True
CCCS(=O)(=O)N1CC2CSC3C1C212CC1C14CC1C1CC11CC11C56C1C414CC3C5C22OCOC12C1OC1(C)C4CO6,False
CC(CBr1)C#N2C3#NCC4=C56C3C4CC(=O)C15C2C6=O,False
C1=NCCN1C(=O)C1C2CCC2C1=O,True
C(=C)CN1C(=O)CNC1=O,True
C(=C)CN1CCN(CC(Cl)=C)CC1=O,True
CCOC(=O)N1C2CCC113CCOC11C23C2C34C2C2CCC3C2C14C(=O)N1CCOCC11CCC1Br,False
C1C2CC3(CC1)OCC14CC11C5C1C4C2CCC35COC1COC1(C)C1CC1(Cl)Cl,True
CC1(CC1)NC(=O)C1CCOCC1C(=O)NCCCN1CCCC1=O,True
C1C2CCCC1CC(C2)C(F)(F)F,True
CC1(CNC(=O)CC2CCCCO2)CC11C2COCC12C(F)(F)F,True
C(=O)C1(CCCS(=O)(=O)C1)NC1CC11CC1C12CC11CCC3C1C2(Br)C3(Cl)Cl,True
CCCNC(=O)C1CCC(CC1)C(F)(F)F,True
C1CCC2(CC1)OCCO2,True
C=CC1=CC(=O)N=C1N1C(=O)NN=C1c1ccccc1Cl,True
CC1(CC1)C1CC2CC1C=C2C1=COCCC1=O,True
CC1(CCOCC1)OCC=CCl,True
CC1(CNCCC=C)CCCC11CCCC11OCCO1,True
CC1(CCCCC1)NC(=O)C1CCSC1=O,True
C1C2OCC1CC1CCOCC1O2,True
Cc1nnc(-c2ccc(Br)cc2)o1C(F)(F)F,False
C1=NN(Cc2ccccc2)C(=O)N1CN1CCOCC1=O,True
C1CCCN(CC2CCCCC2)C1=O,True
CC1(CCOCC1)C1CCOC1=O,True
CC1OC(=O)OC1=O,True
C[C@@H](O)[C@@H](CBr)NC(=O)CCCNC(=O1)NC2CC3CCC2C3C1=O,False
CC(=O)NCC1COCCO1,True
CCCC1CCCN1S(=O)(=O)C1(Br)CC1(Cl)C1CC11CC2CCC1C2=O,True
CC(=O)N1CCCOCC11CCC1N1CCOCC11CCOC1=O,True
CC1CCCN(CC(=O)NC2CCCC2)C1=O,True
C(=C)CNC(=O)CBr,True
CCC1NC2CCC=CC2C1(Cl)Cl,True
c1c[nH]c2n1CCC2=O,False
CC1(CC(C1)C(=O1)OCCCS(Cl)(=O)=O)C2CC34CC2C=C3CC2C43CC1C(Br)C3OCO2,False
C(=C)CNCC1CCC=CO1,True
CC(=O)N1C[C@H]2C=CCCN2C(=O)N1C[C@@H]1C[C@H]1C1C2CC11CC1C21OCCO1,True
CC1(CC1)NC(=O)N1CCS(=O)(=O)CC1CC(O)=O,True
CC1COCCN1C1(=O)NC23CCCC22C4COCC24C2C4CC5C2C42(C)CCC1C35O2,False
C12CC3CN(CC4CCCCO4)CC13CC#NC2=O,False
CCCCCC1CNC1=O,True
CC1CCCC2N1S(=O)(=O)C1(Cl)CC1CC2C1CC1C(=O)C1CC2CCC1C2=O,True
N1CCC(CF)C1C1#NC2#N3CC4CC12CC4C3=O,False
CCCS(=O1)(=O)N2CCSCC22C3CCC3C121C2CC3C4CC22C3C14C2(F)F,False
C1[C@H]2CCCC[C@H]2C[C@H]1C(=O)N1CCN2CCCCC2C1C#NC1CC1(Br)Br,False
CCC(=O)N=S1(=O)CCCC1C12CC3C1CC2C31CCCC1=O,True
c1nonn1-c1ccc(Br)cc1Cl,False
CC1(CNC2CC2)CCCC1=O,True
c1ccc23cc1-c1nc4ncccc4[nH]1-c1ccccc12CCC3=O,False
CC1(CCSCC1)N1C(=O)C2CC2C1=O,True
C1(CN2CCCS2(=O)=O)C2CCC22CC2C1=O,True
C1CCN(CC2CS(=O)(=O)C22)CC1OC2=O,True
C(C1C2OCCO2)C2CCCCC2C1=O,True
CCNS(=O)(=O)C1CC11CC2CC11CC3C1C2OC3=O,True
C1CCN(C1)S(=O)(=O)C1CC1C12CCC1C21CC1C1CC11CCOC1=O,True
CC(=O)N[C@@H](CCCC#N)C(F)(F)F,True
S(=O)(=O)N1CCC11CCOC2C1C1C3C11CC114CC1C3C24Br,False
C1CSC(=S)NC1=O,True
S(=O)(=O)N1CC2COCC121C2CC22CC2C11CCC1C12CC1C1CCC2C11OCCO1,False
CC(Cl)C1=CCCC2CC12Cl,True
CCCN1CCN(CC2CCOCC2)CC11CCCCC1=O,True
CC1(CC2CS(=O)(=O)C2)CCCO1,True
CC1CSCCN1S(=O)(=O)C(F)F,True
CC1CSCCN1CC1CC2C(F)(F)CC1C2=O,True
C(=C)CN1CCOCC2CC2C1=O,True
CS(=O)(=O1)N2CC3CC4CCCC24C3C11OCCO1,False
C(=C)CNCC1CC2CC11CC1C2=O,True
CC1CCCCN(C1)C(=O)CC12C3C1C1CCC3C1C2=O,True
CCNC1CC(=O)N(C2CC2)C1=O,True
CC1CCCN1CCCO1CCNC1=O,False
CC(CC1CC2CCC1O2)C(O)=O,True
CC1CCCN(CC2CCOCC2)CC1(F)F,True
C1CCC2(CCCC2)C=C1C(F)(F)F,True
C(SCC(O)=O)=N1NC(=O)NC1=NOC1C2C#NC1OCCO2,False
CC1(CC1)NC1CC2CCC1C2(F)F,True
C1CCC2CN(CC12)C(=O)C12CC3CC(CC(C3)C1)C21C(=O)N2CC3CSCC22C4CC44CC4C2C3C1C(=O)NCCC1CCCCC1=O,True
CC1CCCCN1CCOCC(F)(F)F,True
CC1CC2CCCCC2C1C1CC1C1CC1(Cl)Cl,True
Cc1c2nc3nc1Oc1ccc(Cl)cc1S3c1ccccc1S2c1ccc(Cl)cc1Cl,True
ccc(Cl)c(-cnc1ccc(S(=O)(=O)Cl)cc1c),False
CCCC1ON=C2C3CSC2C13C1CC1(F)F,True
CC(=O)NCCOCCOC1CC1=O,True
C1C2CCC(F)(F)CC2C1S(=O)(=O)CCS(C)(=O)=O,True
CC1(CCCC1)NC(=O)C1CCS1(=O)=O,True
C(=O)CC(=O)C1C2C3OCC121C2CC2C31C(=O)N1CCOCC11CC2CCC1O2,False
c1n[nH]c(-c2ncccn2)n1C(Cl1)Cc2ccccc2C1=O,False
CC1(CCOCC1)OCC(=O)N1CCCC1=O,True
C1CCCC1NS(=O)(=O)C1CCC1C(F)(F)F,True
CC(=C)COCC1CC2CC12Cl,True
C(=C)CNC1CCCS(=O)(=O)C1=O,True
CCN(CC1CCSC1)C1C2CCCC12C1CC11CC2CCC1C2=O,True
c1ccc(S(=O)(=O)Nc2ccccc2)c2c1C(=O)c1ccccc1C2=O,True
C1CCCCCC1OCCOCC#N(Cl)C(Cl)(Cl)Cl,False
CC1CCN(CC(Cl)=C)C1=O,True
C(=O)CSCC1CCOCO1,True
c1nnc(-c2ccccc2)c1O[Si](C)(C)O[N+]([O-])=O,False
c1cc2(Cl)cc(C(=O)O)c1NCCO2,False
CC1(CCCCCC1)OC1COC2CC2CC1=O,True
CC1N(C[C@H]2CCCO2)C(=O)C1(Cl)C1CC11C2CC22CC2C1=O,True
C(=C)CN1CCNC2C1C1CC1C21CCC1=O,True
CS(=O1)(=O)N2CCC[C@H]3CCCCC23C2CN3CCN2CC3C1=O,False
C(C(Cl))Cl,True
CC(Br)=C1C2CC3COC2C#NC1=NO3,False
C(=C)CS(=O)(=O)N1CC2CC(=O)C1CNCC2=O,True
CCC1CCCCN1C(=O)C1CCCO1,True
C(=C)C(=O)NC1CNC11CC2CCC1C2=O,True
C1CCCCCC1OC1COC112CC3CC1C3O2,False
C1CCN(CC2CCCCO2)CC11OCCO1,True
CC1(CN2CCCCCC2)CCCC11CCOCC1OCCOC1CC234=CCCCC2C1C12CC11C5C1(O)CCC32OCC4OCO5,False
C(=O)N1CCOC2C1C1CC11CC11CC1C2=O,True
CCC(=O)NCC1COCCO1,True
C1=CC2CCSC3=NCCN23C=CC1=O,False
